SYSTEM_TIME_time_unix_usec,SYSTEM_TIME_millis,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU1_mx,IMU1_my,IMU1_mz,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU2_mx,IMU2_my,IMU2_mz,ATTITUDE_roll_rate,ATTITUDE_pitch_rate,ATTITUDE_yaw_rate,ATTITUDE_roll,ATTITUDE_pitch,ATTITUDE_yaw,INS_x,INS_y,INS_z,INS_vx,INS_vy,INS_vz,GPS_lat,GPS_lon,GPS_alt,GPS_relative_alt,GPS_vx,GPS_vy,GPS_vz,GPS_hdg,GPS_RAW_INT_speed,GPS_RAW_INT_latitude,GPS_RAW_INT_longitude,GPS_RAW_INT_altitude,GPS_RAW_INT_course,GPS_RAW_INT_hdop,GPS_RAW_INT_vdop,GPS_RAW_INT_fix,GPS_RAW_INT_sat_view,VFR_HUD_airspeed,VFR_HUD_groundspeed,VFR_HUD_heading,VFR_HUD_throttle,VFR_HUD_barometer,VFR_HUD_climb,SCALED_PRESSURE_press_abs,SCALED_PRESSURE_press_diff,SCALED_PRESSURE_temp,NAV_CTRL_OUT_desired_roll,NAV_CTRL_OUT_desired_pitch,NAV_CTRL_OUT_desired_heading,NAV_CTRL_OUT_target_bearing,NAV_CTRL_OUT_wp_dist,NAV_CTRL_OUT_alt_error,NAV_CTRL_OUT_aspd_error,NAV_CTRL_OUT_xtrack_error,GPS_STATUS_satellite_snr
2016-11-06 19:02:01.140000,1478466121140000,558,42,-1220,40,125,-89,118,185,-333,554,10,-1207,40,125,-89,118,185,-333,1.2767564826581996,6.159132048682284,-8.056237154334012,-4.98503320252767,9.98360469376395,-91.32382293922088,1.1015335321426392,-21.57430648803711,-0.7390910387039185,0.39949455857276917,-13.542580604553223,-1.5479462146759033,-226070915,-434068984,11100,729,56,-1270,104,26804,1271,-226070937,-434068678,11020,27252,121,200,3,10,12.20694351196289,11.92883014678955,268,100,10.979999542236328,0.7074276804924011,1011.8641967773438,-0.134765625,2992,0.0,14.639999389648438,-92,-92,22,49.15999984741211,290.70501708984375,0.0,
2016-11-06 19:02:01.380000,1478466121380000,543,-11,-1190,61,126,-63,124,184,-332,529,15,-1226,61,126,-63,124,184,-332,2.7703328382068113,7.324955266883781,-4.773282824105289,-4.8035576376013704,11.498141085606335,-92.94571282934292,1.1671669483184814,-24.959203720092773,-1.2157684564590454,0.1563490480184555,-14.2606782913208,-2.270055055618286,-226070909,-434069313,11580,1209,33,-1342,145,26665,1343,-226070919,-434068946,11270,27140,121,200,3,10,13.398643493652344,13.434053421020508,267,100,11.399999618530273,1.086773157119751,1011.8214111328125,-0.1775781214237213,2991,0.0,15.799999237060547,-93,-93,25,48.73999786376953,198.33001708984375,0.0,
2016-11-06 19:02:01.880000,1478466121880000,507,149,-1190,163,100,-71,137,162,-338,464,10,-1196,163,100,-71,137,162,-338,10.200887525414043,5.841978190988265,-4.314693677946877,-0.26641886569361983,15.629631160766898,-96.16715106081193,1.1341314315795898,-29.697599411010742,-2.1278252601623535,-0.1571243852376938,-14.997681617736816,-3.247485637664795,-226070912,-434069774,12490,2120,-16,-1454,258,26512,1494,-226070919,-434069785,12640,26873,121,200,3,10,15.857410430908203,14.943643569946289,263,93,13.369999885559082,3.024509906768799,1011.6473388671875,-0.35164061188697815,2990,5.0,18.31999969482422,-85,-85,32,47.14999771118164,14.258956909179688,0.0,
2016-11-06 19:02:02.380000,1478466122380000,399,21,-1084,88,76,-17,148,147,-340,409,8,-1135,88,76,-17,148,147,-340,3.482814843409994,4.370081389473803,-1.069123107479749,2.0812043169929595,18.09890164007742,-97.69466822717192,0.9548119902610779,-39.626163482666016,-4.823641777038574,-0.09757383167743683,-15.670809745788574,-4.903110980987549,-226070928,-434070740,15190,4819,-41,-1544,435,26246,1544,-226070937,-434070357,14160,26847,121,200,3,10,17.078603744506836,15.445442199707031,262,87,15.699999809265137,3.7686760425567627,1011.39794921875,-0.6010156273841858,2989,7.339999675750732,20.25,-85,-85,40,44.87999725341797,-107.8603744506836,0.0,
2016-11-06 19:02:02.880000,1478466122880000,317,11,-1135,155,63,0,159,119,-346,374,-7,-1092,156,64,0,159,119,-346,9.763728951550194,3.6735028394227602,-0.3974468401731908,7.009947369249616,20.068055423075847,-98.3890525789521,0.8291860818862915,-49.76984405517578,-8.435932159423828,0.2799072265625,-15.769759178161621,-6.1060261726379395,-226070939,-434071728,18800,8429,-17,-1570,568,26162,1570,-226070957,-434071273,17190,26937,121,200,3,10,17.798233032226562,15.700920104980469,261,83,18.549999237060547,5.696160316467285,1011.06640625,-0.9325780868530273,2987,11.319999694824219,21.5,-85,-85,48,42.05999755859375,-179.8231201171875,0.0,
2016-11-06 19:02:03.380000,1478466123380000,196,130,-1036,7,52,41,170,101,-347,353,-5,-1049,7,52,41,170,101,-347,0.9337635924471999,2.975239793967663,2.183928654562659,9.586441146358757,21.537715764523956,-97.61482331577447,0.9444752931594849,-54.8369026184082,-10.524056434631348,0.8387790322303772,-15.82513427734375,-6.6252288818359375,-226070929,-434072221,20890,10519,31,-1567,633,26205,1568,-226070957,-434071883,19600,27113,121,200,3,10,18.567453384399414,15.683063507080078,262,80,21.850000381469727,7.2203755378723145,1010.6630859375,-1.3358592987060547,2985,10.670000076293945,22.549999237060547,-85,-85,56,38.790000915527344,-256.7453308105469,0.0,
2016-11-06 19:02:03.880000,1478466123880000,291,-43,-963,-50,39,38,180,101,-342,344,0,-1013,-50,39,38,180,101,-342,-2.7387854750909915,2.2731275100284405,2.189931963956277,9.378338088953162,22.58936852876728,-96.19874068572324,1.7173736095428467,-64.85963439941406,-15.129117965698242,1.917646050453186,-15.518209457397461,-7.310803413391113,-226070859,-434073196,25490,15120,138,-1548,703,26381,1554,-226070919,-434072799,23640,27509,121,200,3,10,18.7029972076416,15.541389465332031,263,79,25.489999771118164,6.861537456512451,1010.2529296875,-1.7460155487060547,2982,9.34000015258789,23.28999900817871,-85,-85,64,35.18000030517578,-270.2997131347656,0.0,
2016-11-06 19:02:04.380000,1478466124380000,311,-58,-967,-53,22,26,187,107,-336,339,7,-980,-53,22,26,187,107,-336,-3.115168598833245,1.2476996839902017,1.5683119652817739,8.231346129180213,23.255230010573484,-95.0474849803609,2.3554065227508545,-69.7794418334961,-17.56333351135254,2.3977315425872803,-15.32467269897461,-7.458768844604492,-226070802,-434073675,27930,17560,174,-1537,719,26460,1540,-226070842,-434073371,26520,27783,121,200,3,10,18.898170471191406,15.403817176818848,264,79,29.309999465942383,8.206334114074707,1009.779296875,-2.2196874618530273,2980,8.199999809265137,23.59000015258789,-85,-85,72,31.35999870300293,-289.8170471191406,0.0,
2016-11-06 19:02:04.880000,1478466124880000,354,17,-996,-43,18,28,191,113,-332,341,5,-957,-43,18,28,191,113,-332,-2.5651560899737436,0.9880887826713657,1.6143419974806648,7.180769973504812,23.677752342819645,-94.10546529003275,4.101152420043945,-79.39370727539062,-22.531410217285156,3.213732957839966,-14.977200508117676,-7.61831521987915,-226070645,-434074610,32900,22529,306,-1488,753,26582,1519,-226070709,-434074286,30990,28162,121,200,3,10,18.775718688964844,15.19137954711914,265,79,33.209999084472656,7.373310089111328,1009.3726196289062,-2.6263279914855957,2977,7.329999923706055,23.94999885559082,-85,-85,79,27.469999313354492,-277.5718688964844,0.0,
2016-11-06 19:02:05.380000,1478466125380000,367,7,-905,-38,11,20,195,118,-328,345,5,-939,-38,11,20,195,118,-328,-2.267210858659917,0.5955553031106471,1.0879298199159675,6.325462522897727,24.00421489457874,-93.38453199294874,5.194469928741455,-84.1144027709961,-25.028215408325195,3.5638675689697266,-14.794171333312988,-7.586592674255371,-226070547,-434075070,35390,25019,334,-1475,757,26634,1505,-226070594,-434074859,34020,28391,121,200,3,10,18.777536392211914,15.051793098449707,266,80,37.11000061035156,7.868849754333496,1008.9144897460938,-3.0844531059265137,2975,6.619999885559082,24.0,-85,-85,87,23.56999969482422,-277.7536315917969,0.0,
2016-11-06 19:02:05.880000,1478466125880000,373,-48,-951,-29,8,15,197,122,-325,349,7,-935,-28,8,16,197,122,-325,-1.7308098495991933,0.47119431363252257,0.8749573712406826,5.624717984339799,24.253405808710195,-92.83388897225147,7.801412105560303,-93.33940124511719,-30.01007080078125,4.386685848236084,-14.36469841003418,-7.573739528656006,-226070313,-434075967,40380,30010,412,-1434,762,26709,1485,-226070365,-434075659,38600,28706,121,200,3,10,18.54838752746582,14.854278564453125,267,81,41.0,8.297750473022461,1008.4188842773438,-3.580078125,2972,6.109999656677246,24.170000076293945,-85,-85,94,19.68000030517578,-254.8387451171875,0.0,
2016-11-06 19:02:06.380000,1478466126380000,365,-21,-983,-25,6,17,200,125,-322,352,8,-928,-25,6,17,200,125,-322,-1.5216388280838435,0.3885143401209893,0.9799798540226796,5.121848721792196,24.481749277947475,-92.25724342138398,9.314332008361816,-97.84329986572266,-32.515281677246094,4.767620086669922,-14.184720993041992,-7.595147132873535,-226070177,-434076406,42880,32509,456,-1408,764,26743,1474,-226070194,-434076231,41660,28891,121,200,3,10,18.27849006652832,14.746216773986816,267,81,44.91999816894531,7.2349019050598145,1007.9953002929688,-4.003671646118164,2970,5.599999904632568,24.239999771118164,-85,-85,101,15.769999504089355,-227.8489990234375,0.0,
2016-11-06 19:02:06.880000,1478466126880000,354,20,-966,-22,-18,8,200,128,-321,357,11,-893,-22,-18,8,200,128,-321,-1.363902546113275,-0.9475932314125948,0.47290810414481393,4.581318649934787,24.39641460200463,-91.83642180624115,12.693873405456543,-106.62662506103516,-37.527061462402344,5.421195030212402,-13.713144302368164,-7.632602214813232,-226069873,-434077260,47890,37520,517,-1369,762,26810,1459,-226069927,-434077033,46240,29155,121,200,3,10,18.08024787902832,14.590219497680664,268,83,48.84000015258789,8.138836860656738,1007.5079345703125,-4.491015434265137,2967,5.179999828338623,23.1299991607666,-85,-85,108,11.84999942779541,-208.0247802734375,0.0,
2016-11-06 19:02:07.380000,1478466127380000,400,51,-833,-12,-25,11,197,131,-322,359,7,-868,-12,-25,11,197,131,-322,-0.7528961278004426,-1.4826844449782626,0.5772018377588823,4.143670009997989,23.743334111682813,-91.5704679003392,16.444841384887695,-115.12482452392578,-42.50585174560547,6.009945392608643,-13.470559120178223,-7.395075798034668,-226069536,-434078087,52870,42500,570,-1338,749,26845,1454,-226069736,-434077568,49260,29307,121,200,3,10,18.137786865234375,14.543535232543945,268,83,52.720001220703125,7.652690410614014,1007.0997314453125,-4.899218559265137,2964,4.989999771118164,22.399999618530273,-85,-85,115,7.960000038146973,-213.7786865234375,0.0,
2016-11-06 19:02:07.880000,1478466127880000,431,-1,-815,-8,-31,11,193,132,-324,363,8,-868,-8,-31,11,193,132,-324,-0.503862414741606,-1.7525070127147966,0.6296293559716952,3.9635152329024406,22.96981006553699,-91.28607931386738,18.431255340576172,-119.34579467773438,-44.92091751098633,6.271859645843506,-13.342839241027832,-7.292569160461426,-226069358,-434078498,55290,44920,600,-1328,728,26863,1460,-226069411,-434078329,53670,29486,121,200,3,10,17.97353744506836,14.603496551513672,268,84,56.470001220703125,7.1896185874938965,1006.6661987304688,-5.332734107971191,2962,4.789999961853027,21.399999618530273,-85,-85,122,4.190000057220459,-197.35374450683594,0.0,
